City,month_year,PM2.5,PM10,NO,NO2,CO,latitude,longitude
Ahmedabad,2015-01,330.73,0.0,692.92,832.25,692.92,23.0216238,72.5797068
Ahmedabad,2015-02,2902.54,0.0,545.5,782.88,545.5,23.0216238,72.5797068
Ahmedabad,2015-03,3314.08,0.0,421.15,838.12,421.15,23.0216238,72.5797068
Ahmedabad,2015-04,3050.46,0.0,219.19,622.62,219.19,23.0216238,72.5797068
Ahmedabad,2015-05,2322.5,0.0,264.42,537.1,264.42,23.0216238,72.5797068
Ahmedabad,2015-06,1469.21,0.0,237.05,416.84,237.05,23.0216238,72.5797068
Ahmedabad,2015-07,1625.01,0.0,181.38,232.43,181.38,23.0216238,72.5797068
Ahmedabad,2015-08,1267.28,0.0,338.17,538.99,338.17,23.0216238,72.5797068
Ahmedabad,2015-09,1227.03,0.0,332.65,458.74,332.65,23.0216238,72.5797068
Ahmedabad,2015-10,3402.89,0.0,662.45,974.14,662.45,23.0216238,72.5797068
Ahmedabad,2015-11,1202.52,0.0,250.0,269.65,250.0,23.0216238,72.5797068
Ahmedabad,2015-12,0.0,0.0,0.0,0.0,0.0,23.0216238,72.5797068
Ahmedabad,2016-01,0.0,0.0,0.0,0.0,0.0,23.0216238,72.5797068
Ahmedabad,2016-02,0.0,0.0,0.0,0.0,0.0,23.0216238,72.5797068
Ahmedabad,2016-03,0.0,0.0,0.0,0.0,0.0,23.0216238,72.5797068
Ahmedabad,2016-04,0.0,0.0,0.0,0.0,0.0,23.0216238,72.5797068
Ahmedabad,2016-05,0.0,0.0,0.0,0.0,0.0,23.0216238,72.5797068
Ahmedabad,2016-06,131.9,0.0,42.36,104.84,42.36,23.0216238,72.5797068
Ahmedabad,2016-07,1157.56,0.0,590.95,664.88,590.95,23.0216238,72.5797068
Ahmedabad,2016-08,1458.35,0.0,504.36,468.78,504.36,23.0216238,72.5797068
Ahmedabad,2016-09,1034.75,0.0,273.75,224.57,273.75,23.0216238,72.5797068
Ahmedabad,2016-10,3267.98,0.0,406.55,353.67,406.55,23.0216238,72.5797068
Ahmedabad,2016-11,762.11,0.0,43.17,53.62,43.17,23.0216238,72.5797068
Ahmedabad,2016-12,0.0,0.0,0.0,0.0,0.0,23.0216238,72.5797068
Ahmedabad,2017-01,0.0,0.0,0.0,0.0,0.0,23.0216238,72.5797068
Ahmedabad,2017-02,0.0,0.0,0.0,0.0,0.0,23.0216238,72.5797068
Ahmedabad,2017-03,0.0,0.0,0.0,0.0,0.0,23.0216238,72.5797068
Ahmedabad,2017-04,0.0,0.0,0.0,0.0,0.0,23.0216238,72.5797068
Ahmedabad,2017-05,0.0,0.0,0.0,0.0,0.0,23.0216238,72.5797068
Ahmedabad,2017-06,0.0,0.0,0.0,0.0,0.0,23.0216238,72.5797068
Ahmedabad,2017-07,0.0,0.0,0.0,0.0,0.0,23.0216238,72.5797068
Ahmedabad,2017-08,0.0,0.0,0.0,0.0,0.0,23.0216238,72.5797068
Ahmedabad,2017-09,0.0,0.0,0.0,0.0,0.0,23.0216238,72.5797068
Ahmedabad,2017-10,1206.29,0.0,482.0,241.24,482.0,23.0216238,72.5797068
Ahmedabad,2017-11,2971.44,0.0,1057.73,2573.38,1057.73,23.0216238,72.5797068
Ahmedabad,2017-12,2301.4900000000002,0.0,460.61,2283.53,460.61,23.0216238,72.5797068
Ahmedabad,2018-01,2754.39,0.0,1025.3,4391.05,1025.3,23.0216238,72.5797068
Ahmedabad,2018-02,2759.36,0.0,1541.43,4204.76,1541.43,23.0216238,72.5797068
Ahmedabad,2018-03,3035.4,0.0,1069.78,3555.59,1069.78,23.0216238,72.5797068
Ahmedabad,2018-04,2451.95,0.0,678.56,1851.38,678.56,23.0216238,72.5797068
Ahmedabad,2018-05,1660.1100000000001,0.0,380.79,1034.66,380.79,23.0216238,72.5797068
Ahmedabad,2018-06,1704.63,0.0,877.01,1372.37,877.01,23.0216238,72.5797068
Ahmedabad,2018-07,1784.7,0.0,858.14,1851.87,858.14,23.0216238,72.5797068
Ahmedabad,2018-08,1302.22,0.0,853.25,1693.8799999999999,853.25,23.0216238,72.5797068
Ahmedabad,2018-09,762.67,0.0,899.2,2463.48,899.2,23.0216238,72.5797068
Ahmedabad,2018-10,2982.55,0.0,1174.89,3097.37,1174.89,23.0216238,72.5797068
Ahmedabad,2018-11,3064.51,0.0,1623.55,2774.3,1623.55,23.0216238,72.5797068
Ahmedabad,2018-12,2849.54,0.0,1085.82,2541.6,1085.82,23.0216238,72.5797068
Ahmedabad,2019-01,2773.15,0.0,1306.96,2565.6,1306.96,23.0216238,72.5797068
Ahmedabad,2019-02,1725.34,0.0,720.67,2021.37,720.67,23.0216238,72.5797068
Ahmedabad,2019-03,2076.66,0.0,837.41,2314.85,837.41,23.0216238,72.5797068
Ahmedabad,2019-04,2712.91,0.0,771.52,1979.69,771.52,23.0216238,72.5797068
Ahmedabad,2019-05,1482.35,2455.38,482.07,2160.37,482.07,23.0216238,72.5797068
Ahmedabad,2019-06,1300.49,3524.96,619.01,4007.0099999999998,619.01,23.0216238,72.5797068
Ahmedabad,2019-07,1355.33,3393.41,930.59,3461.68,930.59,23.0216238,72.5797068
Ahmedabad,2019-08,1347.28,4256.33,1023.35,1493.6,1023.35,23.0216238,72.5797068
Ahmedabad,2019-09,1277.94,2332.74,761.3,2477.9,761.3,23.0216238,72.5797068
Ahmedabad,2019-10,2420.02,4548.7,962.82,4749.1,962.82,23.0216238,72.5797068
Ahmedabad,2019-11,1854.11,3357.01,603.5600000000001,4257.32,603.5600000000001,23.0216238,72.5797068
Ahmedabad,2019-12,1974.95,3404.67,362.79,1213.13,362.79,23.0216238,72.5797068
Ahmedabad,2020-01,1680.56,3520.59,492.56,607.28,492.56,23.0216238,72.5797068
Ahmedabad,2020-02,2142.83,4202.33,778.23,1818.73,778.23,23.0216238,72.5797068
Ahmedabad,2020-03,1402.93,3349.5299999999997,257.47,1051.44,257.47,23.0216238,72.5797068
Ahmedabad,2020-04,931.67,2442.78,113.5,692.72,47.24,23.0216238,72.5797068
Ahmedabad,2020-05,815.44,2380.91,106.25,597.9,18.12,23.0216238,72.5797068
Ahmedabad,2020-06,877.32,3466.36,190.67000000000002,885.41,20.74,23.0216238,72.5797068
Ahmedabad,2020-07,37.63,0.0,4.42,35.04,0.28,23.0216238,72.5797068
Aizawl,2020-03,817.82,996.97,85.76,17.23,9.629999999999999,23.7435236,92.7382905
Aizawl,2020-04,629.24,823.04,240.84,8.7,8.8,23.7435236,92.7382905
Aizawl,2020-05,356.18,503.1,363.62,11.04,8.53,23.7435236,92.7382905
Aizawl,2020-06,93.7,287.02,361.45,6.86,5.07,23.7435236,92.7382905
Aizawl,2020-07,4.49,5.39,11.44,0.07,0.02,23.7435236,92.7382905
Amaravati,2017-11,526.29,838.42,23.53,169.44,0.8400000000000001,16.5096679,80.5184535
Amaravati,2017-12,2665.94,4447.46,170.5,1237.65,4.71,16.5096679,80.5184535
Amaravati,2018-01,2422.67,4250.96,169.05,1287.09,2.15,16.5096679,80.5184535
Amaravati,2018-02,1322.1,3025.8,153.34,655.3100000000001,16.1,16.5096679,80.5184535
Amaravati,2018-03,1165.56,2466.79,187.31,496.21999999999997,21.91,16.5096679,80.5184535
Amaravati,2018-04,528.88,1483.1100000000001,114.77,217.6,17.330000000000002,16.5096679,80.5184535
Amaravati,2018-05,645.02,1604.13,106.32000000000001,314.71999999999997,13.47,16.5096679,80.5184535
Amaravati,2018-06,657.54,1729.46,111.27,353.1,18.74,16.5096679,80.5184535
Amaravati,2018-07,507.14,1526.6,151.1,380.7,14.08,16.5096679,80.5184535
Amaravati,2018-08,475.8,1344.32,145.17000000000002,440.3,26.12,16.5096679,80.5184535
Amaravati,2018-09,729.94,1782.97,196.62,594.61,30.47,16.5096679,80.5184535
Amaravati,2018-10,1216.34,2970.37,200.16,773.88,27.169999999999998,16.5096679,80.5184535
Amaravati,2018-11,1420.5,3115.05,318.83,1797.58,32.11,16.5096679,80.5184535
Amaravati,2018-12,2357.99,3933.03,177.57,2108.18,33.33,16.5096679,80.5184535
Amaravati,2019-01,2888.22,4751.26,306.24,2308.66,28.85,16.5096679,80.5184535
Amaravati,2019-02,1461.43,2925.78,266.22,885.6700000000001,21.28,16.5096679,80.5184535
Amaravati,2019-03,829.23,2161.83,117.48,367.93,16.32,16.5096679,80.5184535
Amaravati,2019-04,609.91,1771.45,71.3,353.83,16.03,16.5096679,80.5184535
Amaravati,2019-05,1198.19,3282.52,49.51,661.38,19.37,16.5096679,80.5184535
Amaravati,2019-06,630.57,1638.38,75.13,756.58,14.88,16.5096679,80.5184535
Amaravati,2019-07,399.61,910.16,132.27,492.33,13.93,16.5096679,80.5184535
Amaravati,2019-08,259.33,620.02,78.28,178.49,9.55,16.5096679,80.5184535
Amaravati,2019-09,0.0,0.0,0.0,0.0,0.0,16.5096679,80.5184535
Amaravati,2019-10,422.52,828.62,99.1,293.63,15.19,16.5096679,80.5184535
Amaravati,2019-11,1779.84,2894.54,97.56,492.90999999999997,24.330000000000002,16.5096679,80.5184535
Amaravati,2019-12,1876.98,2913.31,88.18,520.28,23.09,16.5096679,80.5184535
Amaravati,2020-01,1469.91,2277.4,72.59,436.16,20.63,16.5096679,80.5184535
Amaravati,2020-02,1007.53,1773.46,71.99,399.89,16.26,16.5096679,80.5184535
Amaravati,2020-03,700.24,1275.1,62.16,217.58,15.87,16.5096679,80.5184535
Amaravati,2020-04,526.34,1156.54,42.12,143.94,0.25,16.5096679,80.5184535
Amaravati,2020-05,605.48,1720.54,50.22,213.15,5.13,16.5096679,80.5184535
Amaravati,2020-06,364.67,966.99,67.33,311.0,16.15,16.5096679,80.5184535
Amaravati,2020-07,22.0,34.0,1.5,9.68,0.59,16.5096679,80.5184535
Amritsar,2017-02,25.869999999999997,28.72,32.5,16.91,1.48,31.6343083,74.8736788
Amritsar,2017-03,1515.85,2155.4900000000002,340.53,621.76,3.87,31.6343083,74.8736788
Amritsar,2017-04,881.0,1157.06,362.5,587.56,0.0,31.6343083,74.8736788
Amritsar,2017-05,4039.0099999999998,2652.04,395.35,477.93,0.0,31.6343083,74.8736788
Amritsar,2017-06,1236.6100000000001,2789.57,644.05,445.31,0.0,31.6343083,74.8736788
Amritsar,2017-07,1319.28,2658.24,930.6,585.96,0.0,31.6343083,74.8736788
Amritsar,2017-08,790.83,2911.08,266.09,288.74,15.4,31.6343083,74.8736788
Amritsar,2017-09,1619.24,5352.84,309.84,486.81,24.52,31.6343083,74.8736788
Amritsar,2017-10,2672.85,5702.79,309.99,599.33,17.85,31.6343083,74.8736788
Amritsar,2017-11,3742.67,7405.07,1578.22,964.85,53.88,31.6343083,74.8736788
Amritsar,2017-12,2978.9,5962.89,811.48,796.18,55.2,31.6343083,74.8736788
Amritsar,2018-01,1779.12,3549.76,441.94,1526.56,29.41,31.6343083,74.8736788
Amritsar,2018-02,1332.54,3626.55,691.74,886.64,18.0,31.6343083,74.8736788
Amritsar,2018-03,1273.42,3675.59,377.02,294.68,24.4,31.6343083,74.8736788
Amritsar,2018-04,1320.42,3738.4700000000003,0.0,569.97,21.58,31.6343083,74.8736788
Amritsar,2018-05,2128.36,4301.84,188.31,276.87,23.08,31.6343083,74.8736788
Amritsar,2018-06,1838.48,6533.38,464.56,539.76,16.91,31.6343083,74.8736788
Amritsar,2018-07,852.76,1778.93,337.42,286.0,5.74,31.6343083,74.8736788
Amritsar,2018-08,19.92,1630.96,363.55,300.33,2.45,31.6343083,74.8736788
Amritsar,2018-09,0.0,1660.49,396.13,304.9,0.08,31.6343083,74.8736788
Amritsar,2018-10,550.86,4405.45,638.28,667.34,0.16,31.6343083,74.8736788
Amritsar,2018-11,1762.31,4324.38,763.12,993.78,2.35,31.6343083,74.8736788
Amritsar,2018-12,1925.35,4319.14,925.64,1034.88,0.28,31.6343083,74.8736788
Amritsar,2019-01,1287.68,2761.63,685.57,790.05,0.32,31.6343083,74.8736788
Amritsar,2019-02,1304.93,2609.2999999999997,388.78,454.61,1.76,31.6343083,74.8736788
Amritsar,2019-03,1587.7,2742.24,432.3,473.25,17.61,31.6343083,74.8736788
Amritsar,2019-04,1553.77,3238.39,643.96,814.98,24.2,31.6343083,74.8736788
Amritsar,2019-05,1565.45,3210.73,967.1899999999999,819.62,28.79,31.6343083,74.8736788
Amritsar,2019-06,1242.15,3274.03,528.44,322.74,21.09,31.6343083,74.8736788
Amritsar,2019-07,1072.8799999999999,2296.03,543.45,409.41,11.7,31.6343083,74.8736788
Amritsar,2019-08,877.91,1656.22,357.34000000000003,289.2,12.23,31.6343083,74.8736788
Amritsar,2019-09,1091.94,1989.91,431.53,328.76,24.849999999999998,31.6343083,74.8736788
Amritsar,2019-10,2209.98,3765.83,444.05,363.58,13.6,31.6343083,74.8736788
Amritsar,2019-11,2533.16,4811.4,469.42,325.44,17.67,31.6343083,74.8736788
Amritsar,2019-12,2122.75,3068.53,349.64,370.65,19.54,31.6343083,74.8736788
Amritsar,2020-01,1586.61,2678.9,301.66,314.26,19.17,31.6343083,74.8736788
Amritsar,2020-02,1514.91,3344.87,554.07,429.73,18.240000000000002,31.6343083,74.8736788
Amritsar,2020-03,863.33,2635.92,555.57,358.71,22.81,31.6343083,74.8736788
Amritsar,2020-04,463.13,1387.2,525.41,364.8,18.19,31.6343083,74.8736788
Amritsar,2020-05,1051.26,2373.4,656.13,478.36,22.05,31.6343083,74.8736788
Amritsar,2020-06,1034.03,3138.36,688.92,524.22,20.19,31.6343083,74.8736788
Amritsar,2020-07,57.67,100.99,32.81,15.11,0.59,31.6343083,74.8736788
Bengaluru,2015-01,0.0,0.0,410.5,587.66,143.21,12.9767936,77.590082
Bengaluru,2015-02,0.0,0.0,251.89,674.3,65.79,12.9767936,77.590082
Bengaluru,2015-03,560.0600000000001,0.0,223.12,680.24,338.21999999999997,12.9767936,77.590082
Bengaluru,2015-04,859.98,0.0,116.83,266.46,107.13,12.9767936,77.590082
Bengaluru,2015-05,1040.02,0.0,180.96,691.18,164.79,12.9767936,77.590082
Bengaluru,2015-06,549.1,0.0,81.59,404.78,96.16,12.9767936,77.590082
Bengaluru,2015-07,651.65,0.0,127.77,314.04,295.95,12.9767936,77.590082
Bengaluru,2015-08,654.81,0.0,131.57,432.07,436.28,12.9767936,77.590082
Bengaluru,2015-09,606.88,0.0,148.26,474.36,179.15,12.9767936,77.590082
Bengaluru,2015-10,974.18,0.0,164.13,870.54,68.34,12.9767936,77.590082
Bengaluru,2015-11,892.41,1144.29,164.31,528.1,45.01,12.9767936,77.590082
Bengaluru,2015-12,1426.33,2222.66,501.35,1348.4,49.06,12.9767936,77.590082
Bengaluru,2016-01,2104.73,3392.27,940.26,1725.9,29.84,12.9767936,77.590082
Bengaluru,2016-02,2024.32,4349.64,285.3,1235.85,44.84,12.9767936,77.590082
Bengaluru,2016-03,1956.01,4907.5,292.85,1047.69,30.08,12.9767936,77.590082
Bengaluru,2016-04,1220.01,4514.23,254.19,707.08,32.47,12.9767936,77.590082
Bengaluru,2016-05,990.94,1531.34,244.7,612.76,19.74,12.9767936,77.590082
Bengaluru,2016-06,420.93,1116.94,123.21,435.07,37.379999999999995,12.9767936,77.590082
Bengaluru,2016-07,644.88,1451.44,281.15,552.6899999999999,55.550000000000004,12.9767936,77.590082
Bengaluru,2016-08,832.97,1433.79,217.91,487.88,113.67,12.9767936,77.590082
Bengaluru,2016-09,888.72,2113.19,168.2,818.92,16.18,12.9767936,77.590082
Bengaluru,2016-10,1464.32,3971.86,385.32,1033.54,28.78,12.9767936,77.590082
Bengaluru,2016-11,1482.16,3642.85,305.71000000000004,1028.89,29.38,12.9767936,77.590082
Bengaluru,2016-12,1280.66,3931.72,299.59,1176.58,29.16,12.9767936,77.590082
Bengaluru,2017-01,1019.88,3247.32,262.87,1327.05,66.0,12.9767936,77.590082
Bengaluru,2017-02,1079.19,2487.57,268.87,1487.24,103.22,12.9767936,77.590082
Bengaluru,2017-03,1149.28,2775.32,250.21,1033.66,11.870000000000001,12.9767936,77.590082
Bengaluru,2017-04,1076.6299999999999,2639.8,179.03,951.24,14.41,12.9767936,77.590082
Bengaluru,2017-05,916.97,2041.31,206.44,982.85,12.56,12.9767936,77.590082
Bengaluru,2017-06,711.66,2415.26,233.97,933.65,18.57,12.9767936,77.590082
Bengaluru,2017-07,958.73,3058.62,523.86,1030.17,25.38,12.9767936,77.590082
Bengaluru,2017-08,645.55,2464.76,347.0,869.55,34.99,12.9767936,77.590082
Bengaluru,2017-09,776.88,2462.48,384.86,939.46,18.56,12.9767936,77.590082
Bengaluru,2017-10,1228.62,2904.07,383.8,1005.21,25.23,12.9767936,77.590082
Bengaluru,2017-11,1140.21,1785.53,334.71,1077.34,25.14,12.9767936,77.590082
Bengaluru,2017-12,1938.67,2218.51,390.07,1629.03,27.740000000000002,12.9767936,77.590082
Bengaluru,2018-01,1188.52,3109.78,207.23,1239.86,32.26,12.9767936,77.590082
Bengaluru,2018-02,836.82,2077.13,159.81,844.15,28.0,12.9767936,77.590082
Bengaluru,2018-03,899.26,3033.3,191.53,924.35,33.49,12.9767936,77.590082
Bengaluru,2018-04,771.31,1961.1299999999999,162.77,836.17,26.99,12.9767936,77.590082
Bengaluru,2018-05,1397.9,882.91,224.7,948.28,28.19,12.9767936,77.590082
Bengaluru,2018-06,763.87,1492.96,292.49,573.8,30.16,12.9767936,77.590082
Bengaluru,2018-07,611.56,1737.53,422.48,549.4,25.79,12.9767936,77.590082
Bengaluru,2018-08,592.7,1834.85,611.77,554.96,25.25,12.9767936,77.590082
Bengaluru,2018-09,752.95,2078.51,503.45,883.58,25.95,12.9767936,77.590082
Bengaluru,2018-10,1141.84,2923.7799999999997,517.79,1034.41,27.57,12.9767936,77.590082
Bengaluru,2018-11,1355.24,2741.28,438.55,945.59,31.7,12.9767936,77.590082
Bengaluru,2018-12,1746.8100000000002,3304.61,451.28,1062.63,29.82,12.9767936,77.590082
Bengaluru,2019-01,1696.46,3171.47,372.79,1248.1299999999999,29.73,12.9767936,77.590082
Bengaluru,2019-02,1275.24,2729.56,365.67,1001.19,25.98,12.9767936,77.590082
Bengaluru,2019-03,1516.06,3404.4,321.21,1043.95,29.41,12.9767936,77.590082
Bengaluru,2019-04,1478.02,2970.48,272.71,990.87,30.48,12.9767936,77.590082
Bengaluru,2019-05,1245.22,2735.84,269.77,839.29,29.21,12.9767936,77.590082
Bengaluru,2019-06,699.58,1638.81,205.42,636.03,22.2,12.9767936,77.590082
Bengaluru,2019-07,661.15,1663.86,197.14,667.73,22.92,12.9767936,77.590082
Bengaluru,2019-08,532.18,1395.78,272.6,639.23,23.5,12.9767936,77.590082
Bengaluru,2019-09,675.37,1561.46,242.89000000000001,625.04,25.46,12.9767936,77.590082
Bengaluru,2019-10,849.9399999999999,1679.77,396.79,875.54,27.14,12.9767936,77.590082
Bengaluru,2019-11,1207.8,2423.19,413.55,916.47,32.21,12.9767936,77.590082
Bengaluru,2019-12,1093.02,2224.73,294.36,873.9300000000001,30.9,12.9767936,77.590082
Bengaluru,2020-01,1218.71,2588.35,268.25,1063.34,33.99,12.9767936,77.590082
Bengaluru,2020-02,1206.61,2678.7,202.34,930.78,30.93,12.9767936,77.590082
Bengaluru,2020-03,1183.99,2478.96,148.52,662.29,29.24,12.9767936,77.590082
Bengaluru,2020-04,747.95,1405.89,86.6,359.43,21.72,12.9767936,77.590082
Bengaluru,2020-05,659.36,1852.52,114.91,477.06,24.18,12.9767936,77.590082
Bengaluru,2020-06,541.06,1231.8899999999999,146.82,411.90999999999997,18.85,12.9767936,77.590082
Bengaluru,2020-07,17.5,30.48,3.95,13.25,0.54,12.9767936,77.590082
Bhopal,2019-09,207.67000000000002,563.24,169.56,369.52,14.62,23.2584857,77.401989
Bhopal,2019-10,1611.13,4103.82,360.11,1225.0,34.26,23.2584857,77.401989
Bhopal,2019-11,2687.73,5705.91,405.55,1515.77,41.4,23.2584857,77.401989
Bhopal,2019-12,2626.05,4824.7,226.15,1633.11,34.65,23.2584857,77.401989
Bhopal,2020-01,2251.08,4415.73,317.97,1324.16,33.05,23.2584857,77.401989
Bhopal,2020-02,1486.26,4029.45,221.23,1202.79,27.74,23.2584857,77.401989
Bhopal,2020-03,917.22,3077.87,86.39,649.71,18.03,23.2584857,77.401989
Bhopal,2020-04,1045.03,2629.34,82.47,266.95,14.41,23.2584857,77.401989
Bhopal,2020-05,677.23,2605.33,37.64,267.83,11.86,23.2584857,77.401989
Bhopal,2020-06,493.28000000000003,1425.42,62.25,316.73,16.14,23.2584857,77.401989
Bhopal,2020-07,14.0,30.0,1.1,5.12,0.35,23.2584857,77.401989
Brajrajnagar,2017-12,1332.52,2118.79,0.18,236.88,55.36,21.8498594,83.9254698
Brajrajnagar,2018-01,0.0,0.0,0.05,0.15,8.040000000000001,21.8498594,83.9254698
Brajrajnagar,2018-02,2616.48,5419.83,467.85,711.7,110.9,21.8498594,83.9254698
Brajrajnagar,2018-03,3802.53,7342.0199999999995,508.56,909.53,131.8,21.8498594,83.9254698
Brajrajnagar,2018-04,1874.16,4229.29,308.18,567.87,106.17999999999999,21.8498594,83.9254698
Brajrajnagar,2018-05,1684.72,3568.03,161.79,506.96,96.74,21.8498594,83.9254698
Brajrajnagar,2018-06,1245.28,1461.42,122.37,316.52,69.03,21.8498594,83.9254698
Brajrajnagar,2018-07,987.37,1662.94,169.98,290.7,45.21,21.8498594,83.9254698
Brajrajnagar,2018-08,1090.01,1775.69,220.37,239.69,2.2800000000000002,21.8498594,83.9254698
Brajrajnagar,2018-09,0.0,0.0,0.0,0.0,0.0,21.8498594,83.9254698
Brajrajnagar,2018-10,118.59,1742.37,222.96,251.07,6.43,21.8498594,83.9254698
Brajrajnagar,2018-11,1320.69,2015.29,316.99,339.21,10.12,21.8498594,83.9254698
Brajrajnagar,2018-12,2507.2799999999997,4058.78,585.29,556.83,46.39,21.8498594,83.9254698
Brajrajnagar,2019-01,3452.42,5468.32,656.13,804.33,95.44,21.8498594,83.9254698
Brajrajnagar,2019-02,2562.41,4546.74,574.14,657.8,90.69,21.8498594,83.9254698
Brajrajnagar,2019-03,2625.49,4843.32,529.39,624.37,89.63,21.8498594,83.9254698
Brajrajnagar,2019-04,1382.57,2896.45,384.65999999999997,392.2,43.44,21.8498594,83.9254698
Brajrajnagar,2019-05,1616.41,3710.39,309.83,355.94,37.73,21.8498594,83.9254698
Brajrajnagar,2019-06,909.97,1954.1399999999999,234.68,429.95,51.04,21.8498594,83.9254698
Brajrajnagar,2019-07,638.05,1373.68,163.29,345.59,47.49,21.8498594,83.9254698
Brajrajnagar,2019-08,690.3,1220.83,217.41,269.14,51.03,21.8498594,83.9254698
Brajrajnagar,2019-09,716.14,1463.47,169.0,258.76,48.15,21.8498594,83.9254698
Brajrajnagar,2019-10,1113.6,2309.28,203.75,254.6,52.16,21.8498594,83.9254698
Brajrajnagar,2019-11,2198.7,4769.09,494.08,353.93,27.21,21.8498594,83.9254698
Brajrajnagar,2019-12,2103.5,4220.52,653.94,514.57,22.96,21.8498594,83.9254698
Brajrajnagar,2020-01,2056.65,3880.64,713.23,531.18,32.35,21.8498594,83.9254698
Brajrajnagar,2020-02,1976.79,4178.86,442.75,579.18,5.5,21.8498594,83.9254698
Brajrajnagar,2020-03,1158.33,2521.96,283.49,185.85,4.2,21.8498594,83.9254698
Brajrajnagar,2020-04,1892.56,4215.02,866.84,0.0,10.3,21.8498594,83.9254698
Brajrajnagar,2020-05,1088.22,2147.89,1713.57,104.22,8.63,21.8498594,83.9254698
Brajrajnagar,2020-06,1473.64,3911.24,330.01,41.739999999999995,10.61,21.8498594,83.9254698
Brajrajnagar,2020-07,0.0,0.0,0.0,0.0,0.0,21.8498594,83.9254698
Chandigarh,2019-09,372.78,2363.9900000000002,299.04,128.7,19.04,30.72984395,76.78414567016054
Chandigarh,2019-10,2033.06,3773.32,468.03000000000003,225.5,23.22,30.72984395,76.78414567016054
Chandigarh,2019-11,2290.93,3908.34,395.61,450.78999999999996,24.63,30.72984395,76.78414567016054
Chandigarh,2019-12,2121.39,3688.55,627.13,424.66,23.97,30.72984395,76.78414567016054
Chandigarh,2020-01,1406.21,2915.75,576.73,410.71000000000004,23.03,30.72984395,76.78414567016054
Chandigarh,2020-02,1227.34,2732.4,355.13,499.68,20.59,30.72984395,76.78414567016054
Chandigarh,2020-03,608.72,1653.74,223.46,414.27,16.69,30.72984395,76.78414567016054
Chandigarh,2020-04,430.48,1176.22,65.78,348.4,14.92,30.72984395,76.78414567016054
Chandigarh,2020-05,656.02,2068.3,85.47,300.33,16.55,30.72984395,76.78414567016054
Chandigarh,2020-06,706.81,1686.6,53.49,270.41,8.959999999999999,30.72984395,76.78414567016054
Chandigarh,2020-07,32.9,72.38,0.56,9.87,0.33,30.72984395,76.78414567016054
Chennai,2015-01,0.0,0.0,830.33,921.01,41.02,13.0836939,80.270186
Chennai,2015-02,0.0,0.0,308.0,401.33,56.55,13.0836939,80.270186
Chennai,2015-03,1300.8400000000001,0.0,587.4300000000001,975.66,104.13,13.0836939,80.270186
Chennai,2015-04,2320.85,0.0,659.9,899.6999999999999,121.87,13.0836939,80.270186
Chennai,2015-05,2527.47,0.0,450.63,730.11,122.46,13.0836939,80.270186
Chennai,2015-06,2087.01,0.0,149.25,468.28000000000003,62.37,13.0836939,80.270186
Chennai,2015-07,1866.5,0.0,208.14,597.53,100.47,13.0836939,80.270186
Chennai,2015-08,1664.05,0.0,274.73,477.63,52.410000000000004,13.0836939,80.270186
Chennai,2015-09,1063.62,0.0,320.7,404.94,56.34,13.0836939,80.270186
Chennai,2015-10,1517.96,0.0,427.54,430.3,56.11,13.0836939,80.270186
Chennai,2015-11,1191.89,0.0,210.15,367.09,46.11,13.0836939,80.270186
Chennai,2015-12,1523.15,0.0,213.79,315.65999999999997,44.07,13.0836939,80.270186
Chennai,2016-01,1733.2,0.0,215.19,486.82,43.56,13.0836939,80.270186
Chennai,2016-02,2104.36,0.0,244.43,361.5,39.61,13.0836939,80.270186
Chennai,2016-03,2191.31,0.0,179.54,312.64,32.63,13.0836939,80.270186
Chennai,2016-04,1778.29,0.0,186.53,368.46,26.85,13.0836939,80.270186
Chennai,2016-05,1753.05,0.0,157.49,513.35,38.92,13.0836939,80.270186
Chennai,2016-06,873.38,0.0,121.16,253.04999999999998,27.79,13.0836939,80.270186
Chennai,2016-07,1233.72,0.0,207.38,424.89,37.339999999999996,13.0836939,80.270186
Chennai,2016-08,1087.02,0.0,198.08,390.04,52.28,13.0836939,80.270186
Chennai,2016-09,959.5899999999999,0.0,245.07999999999998,591.86,82.59,13.0836939,80.270186
Chennai,2016-10,1956.67,0.0,211.16,751.8100000000001,4.89,13.0836939,80.270186
Chennai,2016-11,2108.82,0.0,149.48,719.22,2.01,13.0836939,80.270186
Chennai,2016-12,841.65,0.0,79.61,364.56,1.36,13.0836939,80.270186
Chennai,2017-01,2146.16,0.0,179.21,428.6,1.28,13.0836939,80.270186
Chennai,2017-02,1752.28,0.0,204.67,409.49,1.73,13.0836939,80.270186
Chennai,2017-03,1871.85,0.0,117.68,349.45,1.02,13.0836939,80.270186
Chennai,2017-04,1706.77,0.0,92.2,317.49,1.26,13.0836939,80.270186
Chennai,2017-05,1778.27,0.0,138.16,435.59000000000003,3.57,13.0836939,80.270186
Chennai,2017-06,1362.5,0.0,215.4,359.33,1.04,13.0836939,80.270186
Chennai,2017-07,1673.47,0.0,249.01,439.73,1.73,13.0836939,80.270186
Chennai,2017-08,1180.73,0.0,158.63,313.65,10.46,13.0836939,80.270186
Chennai,2017-09,1209.51,0.0,210.26,371.01,7.5200000000000005,13.0836939,80.270186
Chennai,2017-10,1557.55,0.0,305.27,590.16,18.5,13.0836939,80.270186
